hour_of_day,failed_login_attempts,data_transfer_mb,file_access_count,network_connections,distinct_files_touched,is_after_hours,is_known_device,cpu_spike_percent,risk_score,severity,is_anomalous,source,raw_message,file_path
17,1,53.99,8,3,0,0,1,45.0,16.83,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 0 related files by SRV-DB-PRIMARY at hour 17:00 (53.99MB transferred).,/home/user/reports/Q3_summary.pdf
11,1,16.51,4,3,1,0,1,55.4,7.67,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
14,0,4.21,6,4,1,0,1,44.6,13.3,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-02 at hour 14:00 (4.21MB transferred).,/home/user/reports/Q3_summary.pdf
2,4,63.65,11,5,9,1,1,49.0,63.37,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 4 failed attempts, 5 active connections, 11 file operations in session (after-hours=yes).",
15,0,12.59,5,1,1,0,1,50.5,5.12,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by SRV-DB-PRIMARY at hour 15:00 (12.59MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,64.06,6,2,1,0,1,51.1,11.44,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by LAPTOP-ADMIN at hour 11:00 (64.06MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,48.89,6,2,0,0,1,64.0,4.81,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
19,1,206.17,16,8,7,0,0,13.8,56.32,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 7 related files by UNKNOWN-HOST at hour 19:00 (206.17MB transferred).,/data/finance/payroll_2026.xlsx
11,2,177.67,26,5,8,0,1,36.2,46.77,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 2 failed attempts, 5 active connections, 26 file operations in session (after-hours=no).",
9,0,35.08,4,2,1,0,1,52.2,5.67,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 4 file operations in session (after-hours=no).",
11,0,20.01,1,2,2,0,1,38.5,11.67,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by LAPTOP-ADMIN at hour 11:00 (20.01MB transferred).,/home/user/reports/Q3_summary.pdf
7,3,153.75,14,10,3,0,1,26.3,45.31,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 3 related files by WKSTN-02 at hour 07:00 (153.75MB transferred).,/var/backups/customer_pii.csv
12,0,39.36,6,3,1,0,1,40.0,10.87,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by WKSTN-01 at hour 12:00 (39.36MB transferred).,/home/user/downloads/invoice_1042.pdf
10,0,76.01,3,6,2,0,1,50.5,16.81,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 6 active connections, 3 file operations in session (after-hours=no).",
12,3,476.86,43,19,16,0,0,25.3,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 3 failed attempts, 19 active connections, 43 file operations in session (after-hours=no).",
18,0,33.24,1,4,4,0,1,73.0,13.2,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 4 active connections, 1 file operations in session (after-hours=no).",
18,0,13.35,4,3,5,0,1,57.8,16.01,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
15,0,10.82,1,1,3,0,1,12.9,4.1,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 1 file operations in session (after-hours=no).",
19,4,914.19,36,13,9,0,1,26.4,100.0,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 4 failed attempts, 13 active connections, 36 file operations in session (after-hours=no).",
4,5,471.85,43,18,10,1,0,73.8,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 5 failed attempts, 18 active connections, 43 file operations in session (after-hours=yes).",
13,0,7.64,5,4,4,0,1,25.0,9.36,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
12,1,34.59,3,4,3,0,1,19.0,11.14,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by LAPTOP-ADMIN at hour 12:00 (34.59MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,67.22,6,3,1,0,1,16.4,11.72,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 11:00 (67.22MB transferred).,/home/user/reports/Q3_summary.pdf
16,0,24.96,3,2,0,0,1,31.0,2.77,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
9,0,29.05,3,2,4,0,1,10.4,8.09,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
15,1,21.43,7,0,3,0,1,40.2,2.21,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 0 active connections, 7 file operations in session (after-hours=no).",
2,3,50.09,15,9,5,1,1,17.3,55.41,suspicious,1,file_scan,File access: /etc/shadow touched 5 related files by LAPTOP-ADMIN at hour 02:00 (50.09MB transferred).,/etc/shadow
11,0,16.68,4,5,1,0,1,11.9,6.83,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 5 active connections, 4 file operations in session (after-hours=no).",
3,3,212.13,10,7,2,1,1,0.5,56.73,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 3 failed attempts, 7 active connections, 10 file operations in session (after-hours=yes).",
1,7,692.28,42,22,12,1,0,24.9,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 7 failed attempts, 22 active connections, 42 file operations in session (after-hours=yes).",
18,2,61.38,13,12,4,0,0,22.8,50.85,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 4 related files by EXT-10.0.9.201 at hour 18:00 (61.38MB transferred).,/data/hr/employee_records.db
14,0,91.32,4,1,1,0,1,79.5,4.25,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by LAPTOP-ADMIN at hour 14:00 (91.32MB transferred).,/home/user/downloads/invoice_1042.pdf
12,4,196.98,11,8,7,0,1,11.5,55.55,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 4 failed attempts, 8 active connections, 11 file operations in session (after-hours=no).",
0,4,91.57,13,5,8,1,1,59.2,58.76,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 4 failed attempts, 5 active connections, 13 file operations in session (after-hours=yes).",
17,1,38.29,14,11,3,0,1,21.2,33.65,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 11 active connections, 14 file operations in session (after-hours=no).",
8,0,11.14,2,4,3,0,1,30.7,5.2,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 2 file operations in session (after-hours=no).",
18,0,44.23,3,3,3,0,1,20.0,8.86,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by SRV-DB-PRIMARY at hour 18:00 (44.23MB transferred).,/home/user/reports/Q3_summary.pdf
13,0,18.09,3,4,2,0,1,39.5,12.98,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-02 at hour 13:00 (18.09MB transferred).,/home/user/notes/meeting_minutes.docx
9,0,4.35,8,4,3,0,1,9.1,8.47,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by WKSTN-02 at hour 09:00 (4.35MB transferred).,/tmp/build_cache/output.json
14,0,11.68,6,4,0,0,1,46.2,8.87,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 6 file operations in session (after-hours=no).",
16,0,9.7,1,3,4,0,1,28.0,5.82,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 1 file operations in session (after-hours=no).",
21,3,185.05,13,12,7,1,1,11.7,57.94,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 3 failed attempts, 12 active connections, 13 file operations in session (after-hours=yes).",
1,6,1000.0,29,25,18,1,0,50.1,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 18 related files by EXT-10.0.9.201 at hour 01:00 (1000.0MB transferred).,/data/hr/employee_records.db
10,0,40.92,3,1,2,0,1,23.1,0.0,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
14,1,22.8,1,6,2,0,1,0.0,15.45,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 6 active connections, 1 file operations in session (after-hours=no).",
13,0,28.4,4,5,3,0,1,23.2,16.72,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by SRV-DB-PRIMARY at hour 13:00 (28.4MB transferred).,/home/user/downloads/invoice_1042.pdf
9,0,5.32,5,3,6,0,1,39.9,20.01,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
17,3,140.18,12,6,7,0,1,51.3,40.46,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 7 related files by WKSTN-02 at hour 17:00 (140.18MB transferred).,/data/finance/tax_filings_2025.pdf
15,4,159.19,14,5,9,0,1,46.5,42.28,suspicious,1,log_monitor,"Login node WKSTN-02: 4 failed attempts, 5 active connections, 14 file operations in session (after-hours=no).",
16,0,15.47,1,2,3,0,1,50.0,0.0,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by LAPTOP-ADMIN at hour 16:00 (15.47MB transferred).,/tmp/build_cache/output.json
12,0,37.83,3,2,4,0,1,15.2,16.01,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by SRV-DB-PRIMARY at hour 12:00 (37.83MB transferred).,/home/user/reports/Q3_summary.pdf
15,0,48.73,6,3,3,0,1,23.8,2.16,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 6 file operations in session (after-hours=no).",
11,0,30.82,5,3,0,0,1,18.5,5.03,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
10,0,21.63,0,4,4,0,1,23.7,11.91,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 4 related files by WKSTN-02 at hour 10:00 (21.63MB transferred).,/home/user/downloads/invoice_1042.pdf
14,6,164.14,31,12,10,0,1,38.1,77.84,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 6 failed attempts, 12 active connections, 31 file operations in session (after-hours=no).",
11,1,10.27,5,4,1,0,1,2.3,11.37,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
14,0,59.4,4,3,2,0,1,24.0,17.26,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
21,2,125.54,15,6,6,1,1,31.6,51.24,suspicious,1,log_monitor,"Login node WKSTN-02: 2 failed attempts, 6 active connections, 15 file operations in session (after-hours=yes).",
18,0,22.63,4,3,1,0,1,20.3,15.19,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
12,0,10.39,0,2,2,0,1,18.9,1.27,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-01 at hour 12:00 (10.39MB transferred).,/home/user/notes/meeting_minutes.docx
9,0,31.33,4,3,3,0,1,20.1,15.69,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by LAPTOP-ADMIN at hour 09:00 (31.33MB transferred).,/var/log/app/access.log
3,8,283.16,33,16,9,1,0,16.7,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 8 failed attempts, 16 active connections, 33 file operations in session (after-hours=yes).",
13,0,66.03,5,1,1,0,1,6.7,8.74,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 1 related files by WKSTN-01 at hour 13:00 (66.03MB transferred).,/home/user/notes/meeting_minutes.docx
11,0,22.45,5,2,4,0,1,11.4,11.74,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 4 related files by WKSTN-01 at hour 11:00 (22.45MB transferred).,/tmp/build_cache/output.json
17,6,321.47,37,14,15,0,0,19.5,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 15 related files by EXT-192.168.77.14 at hour 17:00 (321.47MB transferred).,/data/hr/employee_records.db
1,6,430.33,36,8,13,1,0,24.4,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 6 failed attempts, 8 active connections, 36 file operations in session (after-hours=yes).",
16,0,8.56,3,2,2,0,1,5.4,4.97,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
13,0,11.51,4,3,3,0,1,11.4,9.84,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by WKSTN-02 at hour 13:00 (11.51MB transferred).,/home/user/reports/Q3_summary.pdf
19,1,113.96,17,8,6,0,0,34.2,52.51,suspicious,1,log_monitor,"Login node EXT-192.168.77.14: 1 failed attempts, 8 active connections, 17 file operations in session (after-hours=no).",
4,3,8.91,16,6,4,1,1,47.5,39.43,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 4 related files by SRV-DB-PRIMARY at hour 04:00 (8.91MB transferred).,/data/finance/tax_filings_2025.pdf
2,3,172.83,18,8,4,1,1,26.2,64.26,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 3 failed attempts, 8 active connections, 18 file operations in session (after-hours=yes).",
14,0,8.43,6,5,2,0,1,49.8,14.8,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by WKSTN-01 at hour 14:00 (8.43MB transferred).,/home/user/downloads/invoice_1042.pdf
13,0,30.19,0,3,2,0,1,28.8,9.86,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by LAPTOP-ADMIN at hour 13:00 (30.19MB transferred).,/home/user/downloads/invoice_1042.pdf
20,4,1000.0,41,13,14,0,0,42.9,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 14 related files by UNKNOWN-HOST at hour 20:00 (1000.0MB transferred).,/data/finance/payroll_2026.xlsx
16,0,29.49,2,4,3,0,1,39.3,8.7,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by SRV-DB-PRIMARY at hour 16:00 (29.49MB transferred).,/home/user/reports/Q3_summary.pdf
6,5,619.97,31,26,13,1,1,65.5,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 13 related files by SRV-DB-PRIMARY at hour 06:00 (619.97MB transferred).,/data/finance/payroll_2026.xlsx
16,0,13.71,5,2,5,0,1,49.9,3.12,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 5 related files by SRV-DB-PRIMARY at hour 16:00 (13.71MB transferred).,/home/user/reports/Q3_summary.pdf
19,3,135.82,24,5,8,0,1,49.5,41.25,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 8 related files by SRV-DB-PRIMARY at hour 19:00 (135.82MB transferred).,/data/finance/tax_filings_2025.pdf
15,0,19.5,5,3,0,0,1,36.6,5.41,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
22,1,265.41,14,4,4,1,1,5.8,50.25,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 4 related files by WKSTN-01 at hour 22:00 (265.41MB transferred).,/data/hr/employee_records.db
2,2,1000.0,33,8,16,1,0,66.6,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 2 failed attempts, 8 active connections, 33 file operations in session (after-hours=yes).",
9,4,108.19,13,8,10,0,0,21.0,77.32,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 10 related files by EXT-10.0.9.201 at hour 09:00 (108.19MB transferred).,/data/finance/tax_filings_2025.pdf
16,0,24.04,3,1,1,0,1,26.1,2.12,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
11,2,53.15,3,1,3,0,1,25.2,18.26,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by WKSTN-02 at hour 11:00 (53.15MB transferred).,/home/user/reports/Q3_summary.pdf
17,0,36.52,6,3,1,0,1,57.6,6.92,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by WKSTN-01 at hour 17:00 (36.52MB transferred).,/home/user/downloads/invoice_1042.pdf
14,0,3.64,3,1,4,0,1,0.0,3.12,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by WKSTN-02 at hour 14:00 (3.64MB transferred).,/home/user/reports/Q3_summary.pdf
18,0,24.41,6,6,2,0,1,31.8,5.73,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 6 active connections, 6 file operations in session (after-hours=no).",
18,0,29.78,3,2,2,0,1,17.4,7.29,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
18,0,33.15,4,3,3,0,1,18.3,0.0,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by LAPTOP-ADMIN at hour 18:00 (33.15MB transferred).,/tmp/build_cache/output.json
16,0,9.99,4,6,2,0,1,21.5,9.31,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-01 at hour 16:00 (9.99MB transferred).,/home/user/notes/meeting_minutes.docx
15,1,16.43,1,0,4,0,1,32.6,8.68,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 4 related files by WKSTN-02 at hour 15:00 (16.43MB transferred).,/tmp/build_cache/output.json
1,6,147.58,14,5,9,1,1,42.1,65.98,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 6 failed attempts, 5 active connections, 14 file operations in session (after-hours=yes).",
20,2,351.25,6,4,0,0,1,0.0,21.97,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 2 failed attempts, 4 active connections, 6 file operations in session (after-hours=no).",
13,1,69.82,3,3,1,0,1,27.1,10.81,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by SRV-DB-PRIMARY at hour 13:00 (69.82MB transferred).,/var/log/app/access.log
17,1,35.68,4,4,0,0,1,58.9,6.23,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
13,0,75.65,0,4,0,0,1,14.4,0.0,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by LAPTOP-ADMIN at hour 13:00 (75.65MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,25.65,4,3,0,0,1,33.9,5.72,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
15,0,27.96,5,6,3,0,1,23.2,23.3,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by LAPTOP-ADMIN at hour 15:00 (27.96MB transferred).,/tmp/build_cache/output.json
8,0,21.75,3,4,4,0,1,30.8,20.81,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 4 related files by LAPTOP-ADMIN at hour 08:00 (21.75MB transferred).,/home/user/downloads/invoice_1042.pdf
8,2,35.18,2,3,1,0,1,4.2,12.31,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by WKSTN-02 at hour 08:00 (35.18MB transferred).,/tmp/build_cache/output.json
21,1,198.02,13,12,9,1,1,37.7,51.03,suspicious,1,log_monitor,"Login node WKSTN-01: 1 failed attempts, 12 active connections, 13 file operations in session (after-hours=yes).",
5,2,73.93,7,6,3,1,1,18.9,30.76,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 3 related files by WKSTN-01 at hour 05:00 (73.93MB transferred).,/data/finance/tax_filings_2025.pdf
9,0,2.88,5,7,3,0,1,8.9,15.65,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 7 active connections, 5 file operations in session (after-hours=no).",
13,2,709.24,34,14,17,0,0,36.9,99.49,critical,1,log_monitor,"Login node UNKNOWN-HOST: 2 failed attempts, 14 active connections, 34 file operations in session (after-hours=no).",
7,6,1000.0,39,16,16,0,1,19.2,100.0,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 6 failed attempts, 16 active connections, 39 file operations in session (after-hours=no).",
13,0,7.88,6,4,6,0,1,40.3,21.69,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 6 file operations in session (after-hours=no).",
12,0,11.12,3,0,0,0,1,52.0,0.0,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 0 active connections, 3 file operations in session (after-hours=no).",
17,3,149.44,14,15,6,0,1,3.5,47.96,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 3 failed attempts, 15 active connections, 14 file operations in session (after-hours=no).",
12,0,13.59,3,6,3,0,1,9.5,10.6,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 6 active connections, 3 file operations in session (after-hours=no).",
10,8,204.81,12,11,6,0,0,0.0,82.81,critical,1,log_monitor,"Login node UNKNOWN-HOST: 8 failed attempts, 11 active connections, 12 file operations in session (after-hours=no).",
21,1,102.21,10,9,6,1,1,35.4,48.49,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 9 active connections, 10 file operations in session (after-hours=yes).",
8,0,92.07,1,1,2,0,1,53.5,0.0,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by WKSTN-01 at hour 08:00 (92.07MB transferred).,/home/user/reports/Q3_summary.pdf
11,0,48.6,5,5,1,0,1,23.1,16.85,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 5 active connections, 5 file operations in session (after-hours=no).",
15,0,22.54,4,1,1,0,1,39.2,11.06,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 4 file operations in session (after-hours=no).",
18,0,11.19,4,3,0,0,1,44.4,11.65,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
17,1,46.4,3,4,1,0,1,14.8,13.37,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 17:00 (46.4MB transferred).,/home/user/reports/Q3_summary.pdf
12,0,80.98,5,3,1,0,1,39.6,13.83,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
15,0,75.02,3,3,0,0,1,17.8,5.7,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by WKSTN-02 at hour 15:00 (75.02MB transferred).,/home/user/downloads/invoice_1042.pdf
9,0,22.06,8,4,3,0,1,17.3,6.31,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 8 file operations in session (after-hours=no).",
10,0,10.27,6,6,2,0,1,35.6,15.87,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by WKSTN-01 at hour 10:00 (10.27MB transferred).,/tmp/build_cache/output.json
16,2,37.86,12,10,6,0,1,0.0,30.8,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 6 related files by LAPTOP-ADMIN at hour 16:00 (37.86MB transferred).,/data/finance/tax_filings_2025.pdf
18,0,35.04,6,4,2,0,1,20.4,11.05,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by SRV-DB-PRIMARY at hour 18:00 (35.04MB transferred).,/tmp/build_cache/output.json
16,0,20.51,3,3,3,0,1,4.4,5.94,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 3 file operations in session (after-hours=no).",
3,8,496.83,23,23,5,1,0,5.7,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 8 failed attempts, 23 active connections, 23 file operations in session (after-hours=yes).",
7,1,126.47,15,8,10,0,1,41.3,40.28,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 10 related files by WKSTN-02 at hour 07:00 (126.47MB transferred).,/data/hr/employee_records.db
15,1,23.75,5,4,2,0,1,46.9,12.44,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by LAPTOP-ADMIN at hour 15:00 (23.75MB transferred).,/tmp/build_cache/output.json
16,0,20.14,5,2,5,0,1,0.0,3.75,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 5 related files by LAPTOP-ADMIN at hour 16:00 (20.14MB transferred).,/tmp/build_cache/output.json
3,0,101.14,13,9,10,1,1,10.6,46.55,suspicious,1,log_monitor,"Login node WKSTN-02: 0 failed attempts, 9 active connections, 13 file operations in session (after-hours=yes).",
8,0,41.31,4,6,1,0,1,31.1,18.89,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by LAPTOP-ADMIN at hour 08:00 (41.31MB transferred).,/home/user/reports/Q3_summary.pdf
17,0,11.44,5,5,0,0,1,57.0,8.89,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 5 active connections, 5 file operations in session (after-hours=no).",
15,0,14.76,0,4,2,0,1,18.5,0.0,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by LAPTOP-ADMIN at hour 15:00 (14.76MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,25.48,2,4,1,0,1,37.5,2.21,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by WKSTN-02 at hour 11:00 (25.48MB transferred).,/home/user/downloads/invoice_1042.pdf
22,3,141.57,21,6,8,1,0,0.0,67.8,critical,1,file_scan,File access: /data/hr/employee_records.db touched 8 related files by UNKNOWN-HOST at hour 22:00 (141.57MB transferred).,/data/hr/employee_records.db
13,0,19.76,3,1,0,0,1,11.8,5.09,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
15,1,3.61,6,3,2,0,1,9.7,5.83,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 3 active connections, 6 file operations in session (after-hours=no).",
9,0,44.31,1,1,1,0,1,41.4,2.44,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 1 file operations in session (after-hours=no).",
8,0,25.91,3,4,0,0,1,71.7,6.53,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by WKSTN-01 at hour 08:00 (25.91MB transferred).,/home/user/downloads/invoice_1042.pdf
14,1,27.5,3,3,3,0,1,39.4,12.19,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by WKSTN-02 at hour 14:00 (27.5MB transferred).,/var/log/app/access.log
16,0,16.91,6,3,1,0,1,0.0,3.2,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by LAPTOP-ADMIN at hour 16:00 (16.91MB transferred).,/home/user/downloads/invoice_1042.pdf
7,2,137.23,16,10,4,0,1,19.1,31.74,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 4 related files by SRV-DB-PRIMARY at hour 07:00 (137.23MB transferred).,/var/backups/customer_pii.csv
17,0,83.67,3,1,3,0,1,22.4,10.65,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 3 related files by SRV-DB-PRIMARY at hour 17:00 (83.67MB transferred).,/home/user/notes/meeting_minutes.docx
